KundenID;Geschlecht;Geburtsdatum;Adresse;PLZ;Ort
10441;männlich;2004-01-09;Musterstraße 90;50667;Köln
10442;divers;2001-01-06;Musterstraße 72;20095;Hamburg
10443;weiblich;1941-09-26;Musterstraße 39;80331;München
10444;männlich;1999-11-22;Musterstraße 14;45127;Essen
10445;weiblich;1974-07-13;Musterstraße 34;10115;Berlin
10446;divers;2008-02-11;Musterstraße 70;45127;Essen
10447;divers;1968-12-22;Musterstraße 48;50667;Köln
10448;divers;1977-12-12;Musterstraße 69;20095;Hamburg
10449;männlich;1941-04-03;Musterstraße 85;04109;Leipzig
10450;weiblich;1982-04-12;Musterstraße 56;80331;München
10451;männlich;1972-11-14;Musterstraße 4;80331;München
10452;männlich;1965-06-26;Musterstraße 5;50667;Köln
10453;divers;1975-04-02;Musterstraße 67;20095;Hamburg
10454;divers;1945-09-03;Musterstraße 70;80331;München
10455;männlich;1981-08-10;Musterstraße 2;44135;Dortmund
10456;divers;1961-03-01;Musterstraße 65;10115;Berlin
10457;männlich;1942-02-09;Musterstraße 11;20095;Hamburg
10458;divers;1948-04-17;Musterstraße 39;80331;München
10459;divers;2003-08-24;Musterstraße 17;40213;Düsseldorf
10460;weiblich;1952-08-12;Musterstraße 52;44135;Dortmund
10461;männlich;1965-03-03;Musterstraße 51;60311;Frankfurt
10462;männlich;2009-02-18;Musterstraße 99;40213;Düsseldorf
10463;divers;2007-04-02;Musterstraße 14;10115;Berlin
10464;divers;1996-02-29;Musterstraße 75;50667;Köln
10465;divers;1994-05-18;Musterstraße 47;44135;Dortmund
10466;divers;1942-07-22;Musterstraße 73;44135;Dortmund
10467;divers;1980-02-29;Musterstraße 88;44135;Dortmund
10468;männlich;1975-06-02;Musterstraße 15;10115;Berlin
10469;männlich;1995-01-08;Musterstraße 6;45127;Essen
10470;divers;1993-06-07;Musterstraße 86;04109;Leipzig
10471;divers;1951-03-16;Musterstraße 98;10115;Berlin
10472;weiblich;1960-02-03;Musterstraße 26;20095;Hamburg
10473;divers;1951-11-27;Musterstraße 13;40213;Düsseldorf
10474;weiblich;1985-01-04;Musterstraße 39;10115;Berlin
10475;weiblich;1962-12-22;Musterstraße 53;45127;Essen
10476;männlich;1963-07-13;Musterstraße 35;60311;Frankfurt
10477;männlich;1992-03-18;Musterstraße 67;10115;Berlin
10478;divers;1943-06-03;Musterstraße 87;44135;Dortmund
10479;männlich;1953-10-01;Musterstraße 19;10115;Berlin
10480;männlich;1995-04-24;Musterstraße 43;80331;München
10481;weiblich;2009-01-13;Musterstraße 91;50667;Köln
10482;divers;1962-07-06;Musterstraße 29;10115;Berlin
10483;männlich;1965-10-13;Musterstraße 70;45127;Essen
10484;männlich;1975-11-26;Musterstraße 59;50667;Köln
10485;männlich;1960-09-02;Musterstraße 57;45127;Essen
10486;männlich;1959-07-07;Musterstraße 44;50667;Köln
10487;divers;1998-10-22;Musterstraße 52;44135;Dortmund
10488;weiblich;1982-04-07;Musterstraße 83;80331;München
10489;divers;2004-12-25;Musterstraße 40;60311;Frankfurt
10490;weiblich;1957-08-16;Musterstraße 78;04109;Leipzig
10491;männlich;1973-06-09;Musterstraße 23;60311;Frankfurt
10492;divers;1962-02-12;Musterstraße 41;50667;Köln
10493;männlich;1998-03-17;Musterstraße 5;10115;Berlin
10494;divers;2009-04-26;Musterstraße 95;80331;München
10495;divers;1981-09-04;Musterstraße 38;50667;Köln
10496;männlich;1971-10-05;Musterstraße 15;50667;Köln
10497;divers;1987-07-05;Musterstraße 51;04109;Leipzig
10498;weiblich;1993-01-22;Musterstraße 85;60311;Frankfurt
10499;weiblich;1989-12-09;Musterstraße 2;45127;Essen
10500;männlich;1948-01-18;Musterstraße 52;60311;Frankfurt
10501;weiblich;1964-12-08;Musterstraße 89;80331;München
10502;männlich;1991-04-30;Musterstraße 74;20095;Hamburg
10503;männlich;1978-05-18;Musterstraße 8;10115;Berlin
10504;weiblich;1986-10-26;Musterstraße 78;50667;Köln
10505;männlich;1968-12-27;Musterstraße 75;44135;Dortmund
10506;divers;1999-05-17;Musterstraße 56;10115;Berlin
10507;männlich;1974-05-28;Musterstraße 13;40213;Düsseldorf
10508;männlich;1946-06-24;Musterstraße 60;44135;Dortmund
10509;weiblich;2001-02-11;Musterstraße 72;70173;Stuttgart
10510;männlich;1993-12-14;Musterstraße 87;80331;München
10511;weiblich;1951-10-27;Musterstraße 19;70173;Stuttgart
10512;männlich;1996-03-13;Musterstraße 54;20095;Hamburg
10513;weiblich;1967-02-17;Musterstraße 25;20095;Hamburg
10514;männlich;1955-03-02;Musterstraße 13;10115;Berlin
10515;männlich;1996-10-11;Musterstraße 92;60311;Frankfurt
10516;männlich;1955-02-28;Musterstraße 34;40213;Düsseldorf
10517;weiblich;1971-04-07;Musterstraße 94;45127;Essen
10518;männlich;1951-04-05;Musterstraße 55;10115;Berlin
10519;weiblich;1978-03-01;Musterstraße 96;80331;München
10520;männlich;1965-01-26;Musterstraße 62;50667;Köln
10521;weiblich;1993-01-23;Musterstraße 75;45127;Essen
10522;divers;1988-01-05;Musterstraße 40;70173;Stuttgart
10523;männlich;1946-07-17;Musterstraße 81;04109;Leipzig
10524;weiblich;1995-03-07;Musterstraße 38;44135;Dortmund
10525;divers;2003-06-25;Musterstraße 95;70173;Stuttgart
10526;divers;1974-10-23;Musterstraße 52;45127;Essen
10527;weiblich;1988-10-19;Musterstraße 31;50667;Köln
10528;männlich;1974-09-02;Musterstraße 53;04109;Leipzig
10529;weiblich;2006-08-26;Musterstraße 41;80331;München
10530;männlich;1988-08-01;Musterstraße 26;44135;Dortmund
10531;weiblich;1981-03-03;Musterstraße 93;70173;Stuttgart
10532;weiblich;1988-01-03;Musterstraße 87;44135;Dortmund
10533;weiblich;1969-07-24;Musterstraße 3;60311;Frankfurt
10534;divers;1988-03-06;Musterstraße 99;70173;Stuttgart
10535;weiblich;1954-06-02;Musterstraße 78;80331;München
10536;männlich;1966-03-25;Musterstraße 42;45127;Essen
10537;männlich;1955-10-05;Musterstraße 84;44135;Dortmund
10538;weiblich;2005-09-30;Musterstraße 36;10115;Berlin
10539;männlich;2003-07-04;Musterstraße 95;40213;Düsseldorf
10540;weiblich;1942-01-20;Musterstraße 45;44135;Dortmund
10541;weiblich;1993-06-29;Musterstraße 20;70173;Stuttgart
10542;männlich;1969-09-23;Musterstraße 82;45127;Essen
10543;männlich;1959-09-29;Musterstraße 2;60311;Frankfurt
10544;männlich;1986-10-19;Musterstraße 10;44135;Dortmund
10545;divers;1946-08-13;Musterstraße 13;80331;München
10546;weiblich;1992-03-02;Musterstraße 70;80331;München
10547;männlich;1951-06-12;Musterstraße 20;40213;Düsseldorf
10548;weiblich;1971-11-08;Musterstraße 30;44135;Dortmund
10549;weiblich;1999-09-05;Musterstraße 12;40213;Düsseldorf
10550;weiblich;1985-04-03;Musterstraße 32;50667;Köln
10551;weiblich;1991-08-09;Musterstraße 80;40213;Düsseldorf
10552;weiblich;1992-02-14;Musterstraße 67;44135;Dortmund
10553;weiblich;1977-10-08;Musterstraße 35;44135;Dortmund
10554;divers;1959-01-02;Musterstraße 34;40213;Düsseldorf
10555;männlich;1993-12-22;Musterstraße 36;20095;Hamburg
10556;divers;1957-07-12;Musterstraße 55;80331;München
10557;männlich;2005-12-05;Musterstraße 56;40213;Düsseldorf
10558;männlich;1943-06-04;Musterstraße 20;60311;Frankfurt
10559;weiblich;2005-01-21;Musterstraße 93;04109;Leipzig
10560;männlich;1974-09-13;Musterstraße 96;10115;Berlin
10561;männlich;1971-04-07;Musterstraße 92;10115;Berlin
10562;divers;1977-02-20;Musterstraße 31;44135;Dortmund
10563;männlich;1999-09-18;Musterstraße 64;10115;Berlin
10564;divers;1968-02-07;Musterstraße 26;80331;München
10565;divers;1985-04-29;Musterstraße 18;80331;München
10566;männlich;2003-07-16;Musterstraße 86;50667;Köln
10567;divers;1964-07-20;Musterstraße 3;80331;München
10568;weiblich;1973-11-29;Musterstraße 58;80331;München
10569;männlich;1986-11-01;Musterstraße 30;04109;Leipzig
10570;männlich;1989-05-23;Musterstraße 22;45127;Essen
10571;weiblich;1974-01-25;Musterstraße 51;45127;Essen
10572;weiblich;1980-07-14;Musterstraße 12;60311;Frankfurt
10573;divers;1969-07-14;Musterstraße 83;45127;Essen
10574;divers;1943-04-04;Musterstraße 24;04109;Leipzig
10575;divers;1988-03-09;Musterstraße 29;20095;Hamburg
10576;weiblich;1963-03-04;Musterstraße 91;60311;Frankfurt
10577;divers;1998-05-22;Musterstraße 1;45127;Essen
10578;männlich;1975-08-21;Musterstraße 85;44135;Dortmund
10579;divers;1972-10-19;Musterstraße 48;70173;Stuttgart
10580;männlich;1949-03-28;Musterstraße 77;40213;Düsseldorf
10581;weiblich;1966-02-01;Musterstraße 53;60311;Frankfurt
10582;divers;1981-10-13;Musterstraße 70;04109;Leipzig
10583;weiblich;1940-02-08;Musterstraße 10;20095;Hamburg
10584;männlich;2004-06-24;Musterstraße 97;44135;Dortmund
10585;divers;1958-02-06;Musterstraße 38;80331;München
10586;divers;1971-05-04;Musterstraße 99;80331;München
10587;divers;1986-08-31;Musterstraße 44;44135;Dortmund
10588;weiblich;1946-07-05;Musterstraße 32;60311;Frankfurt
10589;männlich;1994-11-16;Musterstraße 27;10115;Berlin
10590;divers;1996-09-05;Musterstraße 67;44135;Dortmund
10591;divers;2006-02-22;Musterstraße 69;60311;Frankfurt
10592;männlich;2001-10-07;Musterstraße 44;70173;Stuttgart
10593;divers;1981-05-25;Musterstraße 39;70173;Stuttgart
10594;männlich;1962-05-31;Musterstraße 28;70173;Stuttgart
10595;weiblich;2006-07-25;Musterstraße 2;10115;Berlin
10596;divers;2001-09-18;Musterstraße 78;60311;Frankfurt
10597;divers;1959-10-28;Musterstraße 85;20095;Hamburg
10598;männlich;1982-10-16;Musterstraße 47;04109;Leipzig
10599;weiblich;1995-12-24;Musterstraße 23;04109;Leipzig
10600;männlich;1998-07-06;Musterstraße 87;04109;Leipzig
10601;divers;1999-01-20;Musterstraße 45;60311;Frankfurt
10602;weiblich;1945-07-12;Musterstraße 54;04109;Leipzig
10603;weiblich;1980-12-17;Musterstraße 45;10115;Berlin
10604;divers;1983-01-24;Musterstraße 73;45127;Essen
10605;männlich;1971-01-10;Musterstraße 53;04109;Leipzig
10606;männlich;1947-03-14;Musterstraße 30;44135;Dortmund
10607;divers;1960-06-14;Musterstraße 21;60311;Frankfurt
10608;divers;1946-05-13;Musterstraße 95;44135;Dortmund
10609;divers;2002-09-20;Musterstraße 14;20095;Hamburg
10610;divers;1967-01-03;Musterstraße 55;04109;Leipzig
10611;divers;1945-02-04;Musterstraße 13;04109;Leipzig
10612;männlich;2003-04-29;Musterstraße 99;50667;Köln
10613;weiblich;1980-01-20;Musterstraße 87;60311;Frankfurt
10614;männlich;2007-06-05;Musterstraße 83;10115;Berlin
10615;weiblich;1948-07-27;Musterstraße 88;04109;Leipzig
10616;männlich;1979-12-20;Musterstraße 23;70173;Stuttgart
10617;weiblich;1990-11-15;Musterstraße 38;60311;Frankfurt
10618;männlich;1954-02-05;Musterstraße 33;45127;Essen
10619;divers;1995-10-20;Musterstraße 45;80331;München
10620;männlich;1958-05-24;Musterstraße 70;10115;Berlin
10621;divers;1997-08-07;Musterstraße 70;10115;Berlin
10622;divers;1994-05-19;Musterstraße 62;70173;Stuttgart
10623;männlich;1972-11-08;Musterstraße 90;60311;Frankfurt
10624;divers;1953-05-25;Musterstraße 57;70173;Stuttgart
10625;divers;1940-06-07;Musterstraße 17;70173;Stuttgart
10626;divers;1951-05-08;Musterstraße 8;60311;Frankfurt
10627;divers;2001-10-27;Musterstraße 92;20095;Hamburg
10628;weiblich;1964-08-12;Musterstraße 90;50667;Köln
10629;männlich;1997-05-04;Musterstraße 1;80331;München
10630;männlich;2000-02-21;Musterstraße 99;50667;Köln
10631;männlich;1998-10-11;Musterstraße 97;80331;München
10632;weiblich;1972-06-17;Musterstraße 53;80331;München
10633;divers;1968-10-02;Musterstraße 99;44135;Dortmund
10634;weiblich;1966-12-05;Musterstraße 78;40213;Düsseldorf
10635;divers;1960-05-08;Musterstraße 94;04109;Leipzig
10636;weiblich;1978-12-29;Musterstraße 79;10115;Berlin
10637;männlich;1966-02-25;Musterstraße 48;60311;Frankfurt
10638;weiblich;1953-05-10;Musterstraße 39;40213;Düsseldorf
10639;weiblich;1962-11-28;Musterstraße 52;04109;Leipzig
10640;weiblich;1967-03-01;Musterstraße 23;70173;Stuttgart
10641;männlich;1990-11-22;Musterstraße 3;80331;München
10642;männlich;1991-11-21;Musterstraße 1;20095;Hamburg
10643;männlich;1989-06-18;Musterstraße 83;40213;Düsseldorf
10644;divers;1965-09-30;Musterstraße 95;10115;Berlin
10645;weiblich;2009-07-17;Musterstraße 52;40213;Düsseldorf
10646;weiblich;1977-12-16;Musterstraße 61;45127;Essen
10647;männlich;1943-05-19;Musterstraße 60;20095;Hamburg
10648;weiblich;1944-05-16;Musterstraße 40;45127;Essen
10649;männlich;2000-02-27;Musterstraße 17;45127;Essen
10650;männlich;1983-08-28;Musterstraße 77;20095;Hamburg
10651;männlich;1955-06-15;Musterstraße 52;44135;Dortmund
10652;männlich;1984-08-29;Musterstraße 31;44135;Dortmund
10653;weiblich;1949-11-07;Musterstraße 50;70173;Stuttgart
10654;divers;1947-07-18;Musterstraße 43;40213;Düsseldorf
10655;divers;2003-11-05;Musterstraße 57;70173;Stuttgart
10656;weiblich;1960-08-05;Musterstraße 22;40213;Düsseldorf
10657;weiblich;2001-06-17;Musterstraße 79;60311;Frankfurt
10658;männlich;1984-02-11;Musterstraße 94;20095;Hamburg
10659;männlich;2008-03-18;Musterstraße 61;20095;Hamburg
10660;männlich;1967-11-07;Musterstraße 21;45127;Essen
10661;weiblich;1968-04-10;Musterstraße 40;04109;Leipzig
10662;weiblich;2001-07-04;Musterstraße 47;04109;Leipzig
10663;divers;2000-03-10;Musterstraße 1;45127;Essen
10664;männlich;1998-07-27;Musterstraße 8;45127;Essen
10665;divers;1985-02-21;Musterstraße 58;20095;Hamburg
10666;divers;1946-02-11;Musterstraße 18;80331;München
10667;weiblich;1958-10-11;Musterstraße 6;20095;Hamburg
10668;divers;1969-04-23;Musterstraße 30;50667;Köln
10669;weiblich;1942-05-18;Musterstraße 99;04109;Leipzig
10670;männlich;2005-01-23;Musterstraße 45;45127;Essen
10671;divers;1972-08-29;Musterstraße 27;70173;Stuttgart
10672;divers;1991-05-27;Musterstraße 78;40213;Düsseldorf
10673;divers;1989-06-15;Musterstraße 50;60311;Frankfurt
10674;weiblich;1988-11-20;Musterstraße 3;44135;Dortmund
10675;divers;2007-01-25;Musterstraße 60;80331;München
10676;männlich;1948-04-27;Musterstraße 26;20095;Hamburg
10677;weiblich;1957-01-31;Musterstraße 63;45127;Essen
10678;männlich;1982-09-25;Musterstraße 3;45127;Essen
10679;divers;1987-08-30;Musterstraße 29;04109;Leipzig
10680;weiblich;1958-08-06;Musterstraße 94;04109;Leipzig
10681;weiblich;1964-12-14;Musterstraße 58;40213;Düsseldorf
10682;männlich;2003-03-28;Musterstraße 68;20095;Hamburg
10683;weiblich;2003-06-10;Musterstraße 95;45127;Essen
10684;divers;1991-06-28;Musterstraße 37;40213;Düsseldorf
10685;männlich;2007-01-09;Musterstraße 32;40213;Düsseldorf
10686;divers;1964-05-20;Musterstraße 29;04109;Leipzig
10687;weiblich;2002-11-06;Musterstraße 39;10115;Berlin
10688;weiblich;2000-10-17;Musterstraße 88;40213;Düsseldorf
10689;weiblich;1985-05-19;Musterstraße 82;44135;Dortmund
10690;männlich;1943-04-10;Musterstraße 36;70173;Stuttgart
10691;weiblich;1959-05-18;Musterstraße 81;04109;Leipzig
10692;weiblich;1963-06-16;Musterstraße 49;80331;München
10693;männlich;2008-12-14;Musterstraße 79;40213;Düsseldorf
10694;weiblich;2001-03-15;Musterstraße 83;04109;Leipzig
10695;weiblich;1980-02-26;Musterstraße 90;10115;Berlin
10696;weiblich;1967-02-23;Musterstraße 24;50667;Köln
10697;weiblich;1982-01-15;Musterstraße 2;50667;Köln
10698;männlich;1944-06-24;Musterstraße 91;44135;Dortmund
10699;männlich;1993-08-04;Musterstraße 31;40213;Düsseldorf
10700;divers;1960-08-06;Musterstraße 9;50667;Köln
10701;weiblich;1967-10-22;Musterstraße 13;60311;Frankfurt
10702;divers;1987-01-01;Musterstraße 65;80331;München
10703;weiblich;1975-05-04;Musterstraße 96;60311;Frankfurt
10704;weiblich;1999-07-14;Musterstraße 74;40213;Düsseldorf
10705;divers;1989-11-04;Musterstraße 85;50667;Köln
10706;männlich;2004-06-14;Musterstraße 11;04109;Leipzig
10707;weiblich;2006-05-20;Musterstraße 86;60311;Frankfurt
10708;weiblich;1980-08-09;Musterstraße 80;80331;München
10709;männlich;1989-10-23;Musterstraße 64;20095;Hamburg
10710;weiblich;1968-05-01;Musterstraße 89;80331;München
10711;männlich;2003-05-21;Musterstraße 75;70173;Stuttgart
10712;divers;1983-11-02;Musterstraße 66;44135;Dortmund
10713;weiblich;1947-05-03;Musterstraße 21;60311;Frankfurt
10714;weiblich;1941-01-30;Musterstraße 23;44135;Dortmund
10715;männlich;1955-07-01;Musterstraße 61;04109;Leipzig
10716;weiblich;1987-05-14;Musterstraße 91;45127;Essen
10717;divers;2004-01-22;Musterstraße 22;40213;Düsseldorf
10718;männlich;2001-07-12;Musterstraße 67;20095;Hamburg
10719;männlich;1943-03-31;Musterstraße 13;44135;Dortmund
10720;männlich;2002-03-02;Musterstraße 72;45127;Essen
10721;divers;1977-11-10;Musterstraße 13;60311;Frankfurt
10722;weiblich;1972-11-27;Musterstraße 54;44135;Dortmund
10723;männlich;1992-06-09;Musterstraße 76;70173;Stuttgart
10724;divers;1960-10-12;Musterstraße 68;50667;Köln
10725;männlich;1968-07-29;Musterstraße 35;70173;Stuttgart
10726;männlich;1981-07-18;Musterstraße 2;45127;Essen
10727;weiblich;1994-02-27;Musterstraße 14;70173;Stuttgart
10728;weiblich;1987-04-14;Musterstraße 27;44135;Dortmund
10729;männlich;2006-04-13;Musterstraße 29;40213;Düsseldorf
10730;männlich;1974-01-01;Musterstraße 3;80331;München
10731;weiblich;1949-03-31;Musterstraße 90;80331;München
10732;männlich;1980-09-09;Musterstraße 38;45127;Essen
10733;divers;1952-07-06;Musterstraße 22;60311;Frankfurt
10734;männlich;1998-07-15;Musterstraße 5;44135;Dortmund
10735;männlich;1961-09-12;Musterstraße 27;45127;Essen
10736;divers;1961-11-27;Musterstraße 67;04109;Leipzig
10737;divers;1981-09-27;Musterstraße 23;40213;Düsseldorf
10738;männlich;1988-12-31;Musterstraße 29;40213;Düsseldorf
10739;weiblich;1999-01-10;Musterstraße 50;60311;Frankfurt
10740;weiblich;1968-08-01;Musterstraße 72;44135;Dortmund
10741;weiblich;1977-08-21;Musterstraße 47;60311;Frankfurt
10742;männlich;1963-09-18;Musterstraße 18;50667;Köln
10743;divers;1989-09-07;Musterstraße 78;44135;Dortmund
10744;männlich;1989-04-26;Musterstraße 67;60311;Frankfurt
10745;männlich;1996-11-24;Musterstraße 91;70173;Stuttgart
10746;männlich;1996-06-12;Musterstraße 65;40213;Düsseldorf
10747;männlich;1996-11-29;Musterstraße 35;50667;Köln
10748;weiblich;1959-12-09;Musterstraße 28;45127;Essen
10749;divers;1967-02-18;Musterstraße 16;45127;Essen
10750;männlich;1968-10-16;Musterstraße 59;04109;Leipzig
10751;männlich;1945-03-23;Musterstraße 15;60311;Frankfurt
10752;männlich;1972-09-26;Musterstraße 92;10115;Berlin
10753;weiblich;2002-06-25;Musterstraße 71;10115;Berlin
10754;divers;1980-01-24;Musterstraße 71;45127;Essen
10755;männlich;1983-09-21;Musterstraße 51;44135;Dortmund
10756;weiblich;1993-04-19;Musterstraße 24;80331;München
10757;männlich;2003-07-06;Musterstraße 20;20095;Hamburg
10758;divers;1954-01-14;Musterstraße 15;10115;Berlin
10759;weiblich;1973-09-09;Musterstraße 90;10115;Berlin
10760;weiblich;1948-01-18;Musterstraße 21;04109;Leipzig
10761;männlich;1941-08-06;Musterstraße 26;20095;Hamburg
10762;weiblich;1994-07-16;Musterstraße 35;10115;Berlin
10763;weiblich;1944-03-30;Musterstraße 80;20095;Hamburg
10764;männlich;1964-08-20;Musterstraße 12;50667;Köln
10765;männlich;2001-12-19;Musterstraße 71;60311;Frankfurt
10766;divers;1946-08-29;Musterstraße 22;70173;Stuttgart
10767;männlich;1960-04-12;Musterstraße 8;20095;Hamburg
10768;weiblich;1984-12-01;Musterstraße 44;10115;Berlin
10769;männlich;1964-07-06;Musterstraße 63;40213;Düsseldorf
10770;weiblich;1949-09-05;Musterstraße 14;50667;Köln
10771;weiblich;2005-01-24;Musterstraße 26;44135;Dortmund
10772;divers;1989-09-04;Musterstraße 72;20095;Hamburg
10773;männlich;1954-10-20;Musterstraße 57;70173;Stuttgart
10774;weiblich;1959-05-07;Musterstraße 82;80331;München
10775;divers;1947-12-29;Musterstraße 50;45127;Essen
10776;weiblich;2008-07-02;Musterstraße 30;70173;Stuttgart
10777;weiblich;1982-06-19;Musterstraße 43;04109;Leipzig
10778;männlich;1952-06-02;Musterstraße 26;04109;Leipzig
10779;weiblich;1943-11-16;Musterstraße 28;10115;Berlin
10780;divers;1968-02-14;Musterstraße 12;40213;Düsseldorf
10781;weiblich;1998-12-11;Musterstraße 90;50667;Köln
10782;männlich;1984-02-08;Musterstraße 62;04109;Leipzig
10783;divers;1974-10-08;Musterstraße 78;04109;Leipzig
10784;weiblich;1996-01-30;Musterstraße 98;45127;Essen
10785;weiblich;1986-11-13;Musterstraße 40;80331;München
